,AKA Name,Facility Type,Risk,Address,Zip,Year,Inspection Type,Results,Violations,Latitude,Longitude
2419,CHIPOTLE MEXICAN GRILL,Restaurant,Risk 1 (High),1017 W ADDISON ST ,60613.0,2022,Canvass Re-Inspection,Pass,16. FOOD-CONTACT SURFACES: CLEANED & SANITIZED - Comments: 4-602.11(B-E)  OBSERVED SLIGHT CALCIUM BUILD-UP INSIDE THE ICE MACHINE UPPER PORTION. INSTRUCTED MANAGER MUST CLEAN AND MAINTAIN INTERIOR OF ICE MACHINE.,41.94712259,-87.65506632
2420,CRAB ISLAND SEAFOOD MARKET,Restaurant,Risk 1 (High),9119 S COMMERCIAL AVE ,60617.0,2022,License Re-Inspection,Pass,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED FRONT ENTRANCE AND REAR EXIT DOOR NOT COMPLETELY RODENT PROOFED AS REQUIRED. MUST COMPLETELY RODENT PROOF DOOR BY SEALING 1/4 GAP AT THE BOTTOM OF THE DOOR.",41.72947638,-87.55109579
2421,MR.SUBMARINE,Restaurant,Risk 1 (High),10509 S WESTERN AVE ,60643.0,2022,Canvass Re-Inspection,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: CORRECTED.OBSERVED GREASE BUILDUP INSIDE FRYER CABINETS AND FOOD DEBRIS ON SHELVING UNITS UNDER FRONT COUNTER. INSTRUCTED PERSON IN CHARGE TO CLEAN AND SANITIZE ALL FOOD AND NON-FOOD CONTACT SURFACES AND EQUIPMENT. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED BUILD UP OF GREASE AND DEBRIS IN CORNERS THROUGHOUT FACILITY. INSTRUCTED PERSON IN CHARGE TO CLEAN AND MAINTAIN.",41.70241717,-87.68134559
2423,AMATITLAN,Restaurant,Risk 1 (High),4053 N KEDZIE AVE ,60618.0,2022,Canvass,Pass,"10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED MISSING HANDWASHING SIGNAGE AT HAND SINK LOCATED IN THE FOOD PREP AREA.MUST PROVIDE AND MAINTAIN. | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: INSTRUCTED TO PROPERLY LABEL FOOD CONTAINERS/BINS IDENTIFIED WITH COMMON NAME (SALT, SUGAR, FLOUR ETC). | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: OBSERVED A TORN DOOR GASKET INSIDE OF THE 2 DOOR PREP COOLER.INSTRUCTED TO REPLACE THE TORN DOOR GASKET. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED WASHROOM DOOR NOT SELF CLOSING.MUST INSTALL AND MAINTAIN A SELF CLOSING DEVICE AT WASHROOM DOOR. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: ALLERGEN TRAINING IS REQUIRED FOR ALL EMPLOYEES THAT HAVE A CITY OF CHICAGO FOOD SANITATION CERTIFICATE.INSTRUCTED TO COMPLETE TRAINING AND KEEP CERTIFICATE ON SITE. ",41.95547903,-87.70791239
2424,JUANITA'S RESTAURANT #2,Restaurant,Risk 1 (High),6539-6541 W 63RD ST ,60638.0,2022,Canvass,Fail,"25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: MISSING DISCLOSURE FOR CONSUMER ADVISORY ON THE MENU. INSTRUCTED TO DISCLOSE ON THE MENU WHICH FOODS (EX, EGGS, STEAK) CAN BE ORDERED UNDER COOKED/COOKED TO ORDER WITH AN ASTERISK NEXT TO THOSE SPECIFIC ITEMS; AND THEN BY ASTERISKING THEM TO A FOOTNOTE THAT STATES THESE ITEMS ARE SERVED RAW OR UNDERCOOKED OR CONTAIN (OR MAY CONTAIN) RAW OR UNDERCOOKED INGREDIENTS AND ALSO A REMINDER STATEMENT SUCH AS 'Consuming raw or undercooked MEATS, POULTRY, seafood, shellfish, or EGGS may increase your RISK of foodborne illness, especially if you have certain medical conditions' PRIORITY VIOLATION 7-38-005 | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: RAW WOOD STORAGE SHELVES. INSTD TO SEAL/PAINT SAME SO AS SURFACE TO BE SMOOTH, EVEN AND EASILY CLEANABLE",41.77750758,-87.78530285
2425,JERKY JERK RARE,Restaurant,Risk 1 (High),2251-2253 W TAYLOR ST ,60612.0,2022,License Re-Inspection,Pass,,41.86890767,-87.68327539
2426,LOS MANGOS,Restaurant,Risk 1 (High),3905 W 26TH ST ,60623.0,2022,License,Pass,"53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED TOILET ROOM IN THE REAR WITHOUT A SELF CLOSING DEVICE. INSTRUCTED TO PROVIDE AND MAINTAIN | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVE 2 FLOOR DRAIN WITHOUT COVERS IN THE BASEMENT. INSTRUCTED TO PROVIDE COVERS AND MAINTAIN.",41.84417086,-87.72235283
2427,TLAYUDAS OAXACA GRILL,Restaurant,Risk 1 (High),3652 W LAWRENCE AVE ,60625.0,2022,Canvass,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED GAP UNDERNEATH FRONT ENTRANCE DOOR. INSTRUCTED TO SEAL THE GAP TO PREVENT PESTS FROM ENTERING ESTABLISHMENT AND MAINTAIN. | 52. SEWAGE & WASTE WATER PROPERLY DISPOSED - Comments: FOUND (2) 3 COMPARTMENT SINK NOT PROPERLY MAINTAINED. WASTE WATER BACKING UP FROM ONE COMPARTMENT INTO ANOTHER COMPARTMENT OF THE (2) 3 COMPARTMENT SINK. INSTRUCTED TO FIX. PRIORITY VIOLATION 7-38-030 (C) CITATION ISSUED. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED STORAGE ROOMS IN BASEMENT FILLED WITH UNUSED EQUIPMENT/ITEMS. INSTRUCTED TO CLEAN, REMOVE UNUSED ITEMS AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED NO LIGHTBULB IN THE TWO DOOR REACHIN COOLER  LOCATED IN THE REAR KITCHEN PREPARATION AREA. INSTRUCTED TO REPLACE LIGHTBULB AND KEEP ADEQUATE LIGHTING IN ALL COOLING UNITS THROUGHOUT ESTABLISHMENT. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS NOT CORRECTED FROM INSPECTION REPORT #2524140 ISSUED ON 08-17-2021 PRIORITY FOUNDATION VIOLATION    7-42-090  CITATION ISSUED #47 - OBSERVED RUSTED SHELVES INSIDE OF THE 3 DOOR PREP COOLER IN THE REAR FOOD PREP AREA. MUST SCRAPE AND REPAINT OR REPLACE THE RUSTED SHELVES.  #47 - OBSERVED HEAVILY STAINED CUTTING SURFACES ON THE CUTTING BOARDS. MANAGEMENT INSTRUCTED TO RESURFACE OR REPLACE THE CUTTING BOARDS.   #51 - REPAIR THE LEAK UNDER THE MIDDLE COMPARTMENT OF THE 3 COMPARTMENT SINK AGAINST THE BACK WALL. 	 #55 - SCRAPE AND REPAINT THE CHIPPED PAINT ON THE WALLS AND CEILING OF THE MOP CLOSET AND THE CEILING AND WALLS OF THE HALLWAY NEXT TO THE REAR EXIT DOOR.  #55 - REPLACE THE BROKEN FLOOR TILES UNDER THE GRILL IN THE FRONT FOOD PREP AREA. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: 	OBSERVED NO SIGNAGE POSTED AT THE ACCESSIBLE ENTRANCE TO THE COVERED LOCATION AND AT LEAST ONE LOCATION INSIDE PREMISES THAT IS CONSPICOUSLY VISIBLE, INFORMING PATRONS OF THE FULL VACCINATION REQUIREMENT. INSTRUCTED TO POST SIGNAGE.                                                                                                              VIOLATION 2-112-340         | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED NO RECORDS OF EMPLOYEE VACCINATION STATUS OR WEEKLY TESTING PER PUBLIC HEALTH ORDER EXHIBIT A.  INSTRUCTED TO PROVIDE.          VIOLATION 2-112-340         | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: 	FOUND NO WRITTEN PROTOCOL AVAILABLE ON SITE. INSTRUCTED TO HAVE A WRITTEN RECORD DESCRIBING PROTOCOL FOR CHECKING PROOF OF VACCINATION IN PUBLIC PLACES.                                                                                                            VIOLATION 2-112-340      ",41.96843555,-87.72040254
2428,CHURCH'S CHICKEN # 1315,Restaurant,Risk 2 (Medium),6849 S WESTERN AVE ,60636.0,2022,Complaint Re-Inspection,Pass,"37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK CONTAINERS NOT LABELED IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO LABEL ALL BULK CONTAINERS WITH COMMON NAME OF FOOD. | 39. CONTAMINATION PREVENTED DURING FOOD PREPARATION, STORAGE & DISPLAY - Comments:  OBSERVED FOOD ITEMS STORED ON FLOOR INSIDE WALK-IN COOLER. INSTRUCTED MANAGER TO ELEVATE ALL FOOD SIX INCHES OFF FLOOR. | 45. SINGLE-USE/SINGLE-SERVICE ARTICLES: PROPERLY STORED & USED - Comments: OBSERVED SINGLE SERVICE ARTICLES STORED ON FLOOR IN STORAGE AREA. INSTRUCTED MANAGER TO ELEVATE SINGLE SERVICE ARTICLES OFF FLOOR. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments:  OBSERVED DAMAGED GASKET ON WALK-IN COOLER DOOR, COMPRESSOR LEAKING AND CONDENSATE DRAINING IN CONTAINER INSIDE WALK-IN COOLER, RUST DEPOSITS ON SHELVING IN WALK-IN COOLER. INSTRUCTED MANAGER TO REPAIR AND MAINTAIN. | 49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: OBSERVED ACCUMULATED GREASE BUILDP, FOOD DEBRIS, AND SPILLS ON INTERIOR AND EXTERIOR SURFACES OF FRYERS, SHELVING UNITS, HOLDING UNITS, PREP TABLES, PREP COOLERS, PREP FREEZERS, BEVERAGE MACHINES, AND CABINETS, INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR TILES IN NEED OF GROUTING IN PREP, WALK-IN COOLER AND DISH WASHING AREA. INSTRUCTED MANAGER TO REGROUT FLOOR TILES IN ALL AREAS AS NEEDED. OBSERVED OPENINGS ALONG BASEBOARDS AND AROUND PIPE FITTINGS IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO SEAL ALL OPENINGS IN WALLS AND CEILINGS TO PREVENT PEST HARBORAGE. OBSERVED STAINED CEILING TILES IN PREP AND STORAGE AREA INSTRUCTED MANAGER TO REPLACE AND MAINTAIN. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED DUST BUILDUP ON WALLS AND LIGHT SHIELDS, ACCUMULATED GREASE BUILDUP AND FOOD DEBRIS ON FLOORS UNDER ALL EQUIPMENT, ALONG WALLS AND IN ALL CORNERS IN PREP AND STORAGE AREAS. INSTRUCTED MANAGER TO CLEAN AND MAINTAIN. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: OBSERVED MISSING LIGHT SHIELDS IN DISH WASHING AREA. INSTRUCTED MANAGER TO REPLACE.",41.768707,-87.68320837
2430,SENOR PAN,Restaurant,Risk 1 (High),2529 N MILWAUKEE AVE ,60647.0,2022,Canvass,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CERTIFIED FOOD MANAGER PRESENT WHILE TCS FOODS (COOKED RICE AT 141.3F) WAS BEING PREPARED AND SERVED.  MANAGEMENT INSTRUCTED THAT A CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE TCS FOODS ARE BEING PREPARED AND SERVED.  PRIORITY FOUNDATION VIOLATION 7-38-012.  CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED THE EXPOSED HAND WASHING SINK IN THE REAR FOOD PREP AREA NOT ACCESSIBLE FOR USE.  THE HAND WASHING SINK WAS BLOCKED WITH A PREP TABLE IN FRONT OF IT AND A GARBAGE CAN NEXT TO IT.  THE HOT WATER VALVE ON THE SINK WAS ALSO TURNED OFF.  MANAGEMENT INSTRUCTED THAT ALL HAND WASHING SINKS MUST BE ACCESSIBLE AND MAINTAINED AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION 7-38-030(C).  CITATION ISSUED. | 10. ADEQUATE HANDWASHING SINKS PROPERLY SUPPLIED AND ACCESSIBLE - Comments: OBSERVED NO PAPER TOWELS PROVIDED AT THE EXPOSED HAND WASHING SINKS IN THE FRONT AND REAR FOOD PREP AREAS.  MANAGEMENT INSTRUCTED TO PROVIDE PAPER TOWELS AT ALL HAND WASHING SINKS AT ALL TIMES.  PRIORITY FOUNDATION VIOLATION 7-38-030(C).  SEE VIOLATION #10 ABOVE FOR CITATION. | 23. PROPER DATE MARKING AND DISPOSITION - Comments: OBSERVED READY-TO-EAT, TCS FOODS SUCH AS SOUP AND CHICKEN STORED IN THE PREP COOLER PAST THE 7 DAY MAXIMUM DATE.  MANAGEMENT INSTRUCTED TO DISCARD ALL EXPIRED RTE FOODS.  PRIORITY VIOLATION 7-38-005.  CITATION ISSUED. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: NO THERMOMETER WAS OBSERVED INSIDE OF THE BASEMENT WALK-IN COOLER.  MUST PROVIDE AND MAINTAIN. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: BOTH WASHROOM DOORS LACK A SELF-CLOSING DOOR DEVICE.  MANAGEMENT INSTRUCTED TO INSTALL AND MAINTAIN ON BOTH WASHROOM DOORS. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED A FOOD HANDLING EMPLOYEE WITHOUT A FOOD HANDLER CERTIFICATE.  MANAGEMENT INSTRUCTED TO SHOW PROOF OF TRAINING FOR ALL EMPLOYEES. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM REPORT # 2346090 ON 11/21/19 NOT CORRECTED:  55 - OBSERVED CLUTTER IN THE BASEMENT. INSTRUCTED TO ELEVATE ITEMS IN THE BASEMENT.   PRIORITY FOUNDATION VIOLATION 7-42-090.  CITATION ISSUED. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED NO WRITTEN RECORD DESCRIBING THE PROTOCOL FOR CHECKING PROOF OF VACCINATION IN PUBLIC PLACES.  MANAGEMENT INSTRUCTED TO PROVIDE AND MAINTAIN. | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED NO WRITTEN RECORDS REGARDING EMPLOYEE VACCINATION STATUS OR WEEKLY TESTING AS REQUIRED PER OSHA.  MANAGEMENT INSTRUCTED TO PROVIDE AND MAINTAIN.",41.92738885,-87.70442806
2432,EL TACONAZO  LA FIESTA INC.,Restaurant,Risk 1 (High),2700 N CENTRAL AVE ,60639.0,2022,Canvass,Fail,"2. CITY OF CHICAGO FOOD SERVICE SANITATION CERTIFICATE - Comments: OBSERVED NO CITY OF CHICAGO CERTIFIED FOOD MANAGER ON THE PREMISES WHILE TCS FOODS (STEAK, RICE) WERE BEING PREPARED AND SERVED. INSTRUCTED MANAGEMENT THAT A CITY OF CHICAGO CERTIFIED FOOD MANAGER MUST BE PRESENT AT ALL TIMES WHILE TCS FOODS ARE BEING PREPARED OR SERVED. PRIORITY FOUNDATION 7-38-012. CITATION ISSUED. | 15. FOOD SEPARATED AND PROTECTED - Comments: OBSERVED INADEQUATE FOOD STORAGE PRACTICES. OBSERVED RAW FISH STORED DIRECTLY OVER AN OPEN PAN OF SHREDDED CHEESE AND RAW BEEF STORED DIRECTLY ABOVE CILANTRO INSIDE THE WALK IN COOLERS. FOOD SHALL BE PROTECTED FROM CROSS CONTAMINATION BY ARRANGING ALL FOODS TO BE STORED, HELD, AND DISPLAYED IN ORDER OF MINIMUM COOKING TEMPERATURES. PRIORITY VIOLATION 7-38-005. CITATION ISSUED. | 22. PROPER COLD HOLDING TEMPERATURES - Comments: OBSERVED A TCS FOOD AT AN IMPROPER TEMPERATURE; FOUND A LARGE POT OF COOKED BEANS STORED ON THE FLOOR IN THE WALK-IN COOLER FROM A DAY BEFORE AT 51F. INSTRUCTED TO STORE TCS FOODS AT OR BELOW 41F. PRIORITY VIOLATION 7-38-005. CITATION ISSUED. | 25. CONSUMER ADVISORY PROVIDED FOR RAW/UNDERCOOKED FOOD - Comments: OBSERVED NO CONSUMER ADVISORY FOR RAW OR UNDERCOOKED FOODS ON THE TV MENU BOARD AT THE FRONT REGISTER AREA, AND AN INCOMPLETE CONSUMER ADVISORY ON THE DINE-IN MENUS (ADVISORY IS MISSING DISCLOSURE STATEMENT & ASTERISKS LINKING ADVISORY TO UNDERCOOKED ITEMS). INSTRUCTED TO IDENTIFY SUCH FOODS BY ASTERISKING THEM TO A FOOT NOTE THAT STATES: 'ITEMS CAN BE SERVED RAW OR UNDERCOOKED OR CONTAIN UNDERCOOKED INGREDIENTS' AND ADD A STATEMENT THAT SAYS: 'CONSUMING RAW OR UNDERCOOKED ANIMAL PRODUCTS MAY INCREASE YOUR RISK OF FOOD BORNE ILLNESS, ESPECIALLY IF YOU HAVE MEDICAL CONDITIONS'. PRIORITY FOUNDATION 7-38-005.   | 37. FOOD PROPERLY LABELED; ORIGINAL CONTAINER - Comments: OBSERVED BULK FOOD CONTAINERS ON PREMISES WITHOUT A LABEL (SUGAR, SALT, ETC.). INSTRUCTED TO PROVIDE THE COMMON NAME ON BULK CONTAINERS TO PROPERLY IDENTIFY FOOD ITEM.  | 43. IN-USE UTENSILS: PROPERLY STORED - Comments: FOUND BOWLS AND OTHER TYPES OF CONTAINERS WITHOUT HANDLES INSIDE CONTAINERS OF FOOD, BEING USED TO SCOOP FOODS. INSTRUCTED MANAGEMENT TO USE A SCOOP WITH A HANDLE, AND THAT THE HANDLE MUST BE STORED ABOVE THE TOP OF THE FOOD. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: INSTRUCTED TO REPAIR THE INTERIOR DOOR PANEL OF THE PREP COOLER LOCATED NEXT TO THE FRYER. | 47. FOOD & NON-FOOD CONTACT SURFACES CLEANABLE, PROPERLY DESIGNED, CONSTRUCTED & USED - Comments: FOUND PORK RINDS BEING STORED INSIDE GARBAGE BAGS. INSTRUCTED MANAGEMENT TO PROPERLY STORE ALL FOOD ITEMS INSIDE APPROVED FOOD GRADE CONTAINERS. | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLES IN THE WOMENS WASHROOM AND EMPLOYEE WASHROOM. MUST PROVIDE COVERED WASTE RECEPTACLES IN ALL WOMEN'S AND UNISEX WASHROOMS. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: FOUND CARDBOARD BEING USED ON THE FLOOR THROUGHOUT THE KITCHEN. INSTRUCTED MANAGEMENT TO REMOVE CARDBOARD AND PROVIDE FLOORING THAT IS SMOOTH AND EASILY CLEANABLE. | 56. ADEQUATE VENTILATION & LIGHTING; DESIGNATED AREAS USED - Comments: MUST PROVIDE A WORKING VENTILATION FAN IN THE EMPLOYEE'S UNISEX WASHROOM. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: FOUND MULTIPLE FOOD HANDLER CERTIFICATES EXPIRED. INSTRUCTED MANAGEMENT THAT ALL FOOD HANDLING EMPLOYEES MUST SHOW VALID PROOF OF TRAINING. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: FOUND NO PROOF OF ALLERGEN TRAINING ON SITE FOR ALL CITY OF CHICAGO FOOD MANAGERS. INSTRUCTED MANAGEMENT THAT ALL CITY OF CHICAGO FOOD MANAGERS MUST COMPLETE ALLERGEN TRAINING AND KEEP CERTIFICATE ON SITE. | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATIONS FROM 1/19/2021 REPORT #2472854 NOT CORRECTED: VIOLATION #10 (6-301.14) OBSERVED NO HAND WASHING SIGNAGE AT ANY OF THE EXPOSED HAND SINKS OR WASHBOWL SINKS THROUGHOUT FACILITY. INSTRUCTED TO PROVIDE. VIOLATION #47 (4-501.11) OBSERVED TORN GASKET ON PREP COOLER LOCATED NEXT TO FRYERS. INSTRUCTED TO REPAIR OR REPLACE AND MAINTAIN IN GOOD CONDITION. VIOLATION #55 (6-501.11) OBSERVED MISSING CEILING PANEL ABOVE 3 COMPARTMENT SINK. INSTRUCTED TO REPAIR AND MAINTAIN. MUST CORRECT PREVIOUS CORE VIOLATIONS. PRIORITY FOUNDATION 7-42-090. CITATION ISSUED.",41.9294953,-87.7663303
2433,NICKY'S CHINESE FOOD,Restaurant,Risk 1 (High),5231 S WOODLAWN AVE ,60615.0,2022,Complaint Re-Inspection,Pass,,41.79995223,-87.59650592
2434,BURRITO BEACH,Restaurant,Risk 1 (High),200 E OHIO ST ,60611.0,2022,Canvass,Pass,,41.89267129,-87.6225722
2435,VITO & NICKS,Restaurant,Risk 1 (High),8433-8435 S PULASKI RD ,60652.0,2022,Complaint,Fail,"38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OVER 20 RAT DROPPINGS NOTED SCATTERED ON FLOOR UNDER SHELVES IN REAR STORAGE AREA. INSTD TO REMOVE ALL DROPPINGS, CLEAN AND SANITIZE AFFECTED AREAS AND CONTACT PEST CONTROL FOR SERVICE CITATION ISSUED 7-38-020(A) PRIORITY FOUNDATION | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: BROKEN AND MISSING FLOOR TILES IN PREP AREA AND REAR STORAGE AREA. INSTD TO REPAIR FLOOR AND MAINTAIN  | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: MISSING FOOD HANDLER TRAINING VERIFICATION FOR ALL EMPLOYEES. INSTD TO PROVIDE VERIFICATION AND MAINTAIN ON SITE | 58. ALLERGEN TRAINING AS REQUIRED - Comments: SEE 60 | 60. PREVIOUS CORE VIOLATION CORRECTED - Comments: PREVIOUS CORE VIOLATION FROM 8/6/21 REPORT 2523749 NOT CORRECTED: 58- MISSING ALLERGEN TRAINING CITY OF CHICAGO CERTIFIED MANAGERS. INSTD TO OBTAIN TRAININ AND MAINTAIN VERIFICATION ON SITE. CITATION ISSUED 7-42-090 PRIORITY FOUNDATION VIOLATION",41.73932941,-87.72143966
2436,CHEMISTRY,Restaurant,Risk 1 (High),5115-5121 S HARPER AVE ,60615.0,2022,License Re-Inspection,Pass,58. ALLERGEN TRAINING AS REQUIRED - Comments:  INSTRUCTED MANAGER THAT ALL CITY CERTIFIED MANAGER MUST HAVE ALLERGEN TRAINING AS REQUIRED OR CITATIONS WILL FOLLOW,41.80195099,-87.58899849
2437,LANGOSTA NAYARITA,Restaurant,Risk 1 (High),3118 W 59TH ST ,60629.0,2022,Complaint Re-Inspection,Pass,,41.78638189,-87.70179623
2441,SUBWAY,Restaurant,Risk 1 (High),240 E 103RD ST ,60628.0,2022,Canvass,Fail,"35. APPROVED THAWING METHODS USED - Comments: OBSERVED MEAT THAWING AT AMBIENT ROOM TEMPERATURE ON SHELF. INSTRUCTED MANAGER THAT THAWING CAN NOT OCCUR AT ROOM TEMPERATURE, INSTRUCTED MANAGER TO REMOVE AND PUT UNDER REFRIGERATION. | 36. THERMOMETERS PROVIDED & ACCURATE - Comments: OBSERVED NO THERMOMETERS IN COOLERS ON FOOD ASSEMBLY LINE. INSTRUCTED MANAGER TO PROVIDE AND MAINTAIN. | 38. INSECTS, RODENTS, & ANIMALS NOT PRESENT - Comments: OBSERVED APPROXIMATELY 20 MOUSE DROPPINGS IN POP DISPENSER STORAGE AREA. OBSERVED OVER 20 MOUSE DROPPINGS UNDER REAR CLEANING STORAGE SHELVING IN DISH WASHING AREA, OBSERVED OVER 10 MICE DROPPINGS UNDER SINGLE SERVICE ARTICLE SHELVING IN REAR STORAGE AREA. INSTRUCTED MANAGER TO CLEAN, SANITIZE, AND REQUEST SERVICE FROM PEST CONTROL PROVIDER. PRIORITY FOUNDATION 7-38-020(A) CITATION ISSUED | 53. TOILET FACILITIES: PROPERLY CONSTRUCTED, SUPPLIED, & CLEANED - Comments: OBSERVED NO COVERED WASTE RECEPTACLE IN EMPLOYEE RESTROOM. INSTRUCTED TO PROVIDE AND MAINTAIN. | 57. ALL FOOD EMPLOYEES HAVE FOOD HANDLER TRAINING - Comments: OBSERVED TWO MALE EMPLOYEES WITH NO CERTIFIED FOOD HANDLER CERTIFICATES. INSTRUCTED MANAGER TO COMPLY WITH REQUIREMENT. | 58. ALLERGEN TRAINING AS REQUIRED - Comments: OBSERVED MANAGER ON DUTY DOES NOT HAVE ALLERGEN TRAINING CERTIFICATE. INSTRUCTED TO MEET REQUIREMENT.  | 64. MISCELLANEOUS / PUBLIC HEALTH ORDERS - Comments: OBSERVED ESTABLISHMENT DOES NOT HAVE WRITTEN PROCEDURE FOR CHECKING DINE IN CUSTOMER VACCINATION CARDS. INSTRUCTED MANAGER TO MEET REQUIREMENT OF PUBLIC HEALTH ORDER. 2-112-340",41.70737367,-87.61703039
2442,EL CHISME,Restaurant,Risk 1 (High),4440 S WESTERN AVE ,60609.0,2022,Canvass,Pass,"49. NON-FOOD/FOOD CONTACT SURFACES CLEAN - Comments: INSTRUCED TO CLEAN THE AREA UNDERNEATH THE GRILL IN THE KITCHEN, CLEAN FRYER AND CAN OPENER BLADE AT THE PREP TABLE. | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: INSTRUCTED TO CLEAN CEILING FAN IN KITCHEN TO REMOVE DUST, CLEAN EXTERIORS OF LIGHT SHIELDS TO REMOVE DUST OBSERVED IN KITCHEN.   CLEAN FLOOR UNDER FRYER TO REMOVE GREASE.  | 55. PHYSICAL FACILITIES INSTALLED, MAINTAINED & CLEAN - Comments: OBSERVED FLOOR TILE IN POOR REPAIR IN AREA WHERE WALK-IN UNITS AND STORAGE LOCATED; REPAIR OR REPLACE FLOOR TILE WHERE NEEDED.",41.81266091,-87.6846962
